gameID,Game,Played,Platform,ReleaseDate,Developer,Genre,Description,BoxArt,WikipediaPage,RelatedGames
62,Star Wars: Jedi Knight - Jedi Academy,checked,"PC (Microsoft Windows),Xbox,Mac,PlayStation 4,Nintendo Switch",2003-09-16,Vicarious Visions,"Shooter,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/mv6ksjqhfttxgtzq94bt.jpg,https://en.wikipedia.org/wiki/Star_Wars_Jedi_Knight:_Jedi_Academy,"Deus Ex,Star Wars: Knights of the Old Republic,Star Wars: Knights of the Old Republic II - The Sith Lords,Star Wars: Battlefront,Star Wars: Jedi Knight - Dark Forces II,Star Wars: Jedi Knight II - Jedi Outcast,Quake 4,Rogue Warrior,LEGO Star Wars: The Complete Saga,Star Wars Battlefront II"
63,Grand Theft Auto: San Andreas,checked,"PC (Microsoft Windows),PlayStation 2,PlayStation 3,Xbox,Xbox 360,Mac,Android,Xbox Live Arcade,iOS,PlayStation 4",2004-10-26,Rockstar North,"Shooter,Racing,Sport,Adventure","Five years ago, Carl Johnson escaped from the pressures of life in Los Santos, San Andreas, a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. 
Now, it’s the early 90’s. Carl’s got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. 
 
On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nxr.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto%3A_San_Andreas,"Rogue Warrior,Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: Vice City,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Liberty City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
64,Half-Life 2,checked,"Linux,PC (Microsoft Windows),PlayStation 3,Xbox,Xbox 360,Mac,Android",2004-11-16,Valve Corporation,Shooter,"Gordon Freeman is brought out of stasis by the G-Man, who inserts him into a train arriving at City 17. After arriving at the station and eluding Combine forces, Gordon joins Lambda resistance members including Barney Calhoun, a former Black Mesa security guard now working undercover as a Combine CP officer, and Alyx Vance, the daughter of one of Gordon's former colleagues, Dr. Eli Vance. After a failed attempt to teleport Gordon to Black Mesa East from Dr. Kleiner's makeshift laboratory, Gordon, re-equipped with the HEV suit and a crowbar, is forced to embark on foot through the city's old canal system. After obtaining an airboat, he battles his way to Black Mesa East, several miles from the city. 
Gordon is reintroduced to Eli and meets Dr. Judith Mossman. Alyx introduces Gordon to her large pet robot D0g and gives him a ""Gravity Gun"", a weapon which allows Gordon to pick up and move any large object with ease. Black Mesa East soon comes under Combine attack and Eli and Mossman are captured to be taken to a Combine prison, Nova Prospekt. Gordon and Alyx are forced to take separate paths to Nova Prospekt; Gordon takes a detour through the town of Ravenholm, receiving help from its last survivor, Father Grigori. After making his way through the town and a mine, Gordon makes his way to a Resistance outpost. Gordon is provided with a Dune Buggy, which he uses to travel along a crumbling coastal road to Nova Prospekt. Along the way, Gordon encounters frequent Combine patrols, and helps one of the resistance leaders, Colonel Odessa Cubbage, to defend a Resistance base from a Combine gunship. 
After crossing an antlion-infested beach, Gordon enters Nova Prospekt, where he is reunited with Alyx. They manage to locate Eli, but also discover that Mossman is a Combine informant. Before they can stop her, she teleports herself and Eli back to City 17's Citadel. The Combine teleporter explodes as Gordon and Alyx use it to escape Nova Prospekt. 
Upon reaching Kleiner's lab, a shaken Dr. Kleiner reveals to Gordon and Alyx that they were caught in a ""slow teleport"", during which a week had passed. In their absence, the Resistance, who heard about what had happened at Nova Prospekt, has mobilized against the Combine, turning City 17 into a battleground. During the fighting, Alyx is captured by the Combine and taken to the Citadel, and Gordon fights through the city with the aid of D0g and Barney to reach it. Inside the Citadel, he is caught in a Combine confiscation chamber that destroys all of his weapons except for the Gravity Gun, the energy enhancing its capabilities and allowing Gordon to escape and dispatch platoons of Combine soldiers. 
Eventually, Gordon is captured riding in a Combine transport pod and is taken to Dr. Breen's office, where he and Dr. Mossman are waiting with Eli and Alyx in captivity. Dr. Breen begins to explain his plans for further conquest of the humans by the Combine, contrary to what he had told Dr. Mossman. Angered, Mossman frees Gordon, Alyx, and Eli before Breen teleports them off-world. Dr. Breen tries to escape through a portal, but Gordon pursues him and destroys the portal reactor with the super-charged Gravity Gun. Breen appears to be annihilated in the resulting explosion. Just before Gordon and Alyx are presumably met with a similar fate, time is frozen. The G-Man reappears, praising Gordon for his actions in City 17 and the Citadel. Making vague mention of ""offers for [Gordon's] services"", the G-Man places him back into stasis.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nmw.jpg,https://en.wikipedia.org/wiki/Half-Life_2,"Half-Life,Half-Life 2: Episode Two,Half-Life 2: Episode One,Crysis 2,Singularity,Doom,Borderlands 2,Black Mesa,Get Even,Escape From Tarkov"
65,Star Wars: Knights of the Old Republic II - The Sith Lords,checked,"Linux,PC (Microsoft Windows),Xbox,Mac,iOS",2004-12-06,Obsidian Entertainment,"Role-playing (RPG),Strategy,Adventure","It is a perilous time for the galaxy. A brutal civil war has all but destroyed the Jedi Order, leaving the ailing Republic on the verge of collapse. 
 
Five years after the events of Star Wars Knights of the Old Republic, in a time when the Jedi have been brought to the edge of extinction, a former Jedi Knight exiled from the Jedi Order embarks on a tribulous journey to restore their connection to the Force. You must make the choices that turn The Exile to either the light side or the dark side of the Force, and travel to six planets picking up additions to your party along the way, to either help or hinder the Republic's efforts to bring peace and stability to the galaxy.",https://images.igdb.com/igdb/image/upload/t_1080p/ijautdkdisocs3mgs8rx.jpg,https://en.wikipedia.org/wiki/Star_Wars_Knights_of_the_Old_Republic_II:_The_Sith_Lords,"Baldur's Gate II: Shadows of Amn,Deus Ex,Mass Effect 2,Star Wars: Knights of the Old Republic,Final Fantasy IX,Final Fantasy VIII,Wolfenstein: The New Order,Persona 5,Rogue Galaxy,Star Wars Battlefront II"
66,Star Wars: Battlefront,checked,"PC (Microsoft Windows),PlayStation 2,Xbox,Mac",2004-09-20,Pandemic Studios,Shooter,,https://images.igdb.com/igdb/image/upload/t_1080p/zf0aar4ntmcd0yj09ash.jpg,https://en.wikipedia.org/wiki/Star_Wars:_Battlefront_(2004_video_game),"Star Wars: Republic Commando,Star Wars: Jedi Knight - Jedi Academy,Battlefield 1942,Counter-Strike,Battlefield 2,Battlefield 2142,Quake 4,LEGO Star Wars: The Complete Saga,Global Operations,Star Wars Battlefront II"
67,Star Wars: Battlefront II,checked,"PC (Microsoft Windows),PlayStation 2,Xbox,PlayStation Portable",2005-10-31,Savage Entertainment,"Shooter,Adventure","In Campaign Mode, the player follows the campaigns of the 501st Legion as told through the Journal of the 501st. As players progress through the game, they play as a clone trooper during the reign of the Republic and as a stormtrooper during the reign of the Empire. 
The action brings players to multiple planets through a story arc that stretches from the dawn of the Clone Wars to the formation of the Empire and later, bridging the gap between Episodes III and IV. 
Unlike the first Battlefront, Battlefront II's campaign gives players certain objectives with a given number of reinforcements with the enemy's reinforcements unlimited and an occasional time limit rather than playing an ordinary conquest match. The game also gives the option to skip space missions.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nsg.jpg,https://en.wikipedia.org/wiki/Star_Wars:_Battlefront_II,"Marvel's Avengers,Immortal: Unchained,Earth Defense Force: Iron Rain,Left Alive,Anthem: Legion of Dawn Edition,Gears 5,Control,Remnant: From the Ashes,Gene Rain,Rebel Galaxy Outlaw"
68,Grand Theft Auto: Liberty City Stories,checked,"PlayStation 2,Android,PlayStation Portable,iOS",2005-10-25,Rockstar Leeds,"Racing,Adventure","Toni Cipriani, having been forced into living abroad after killing a made man on the orders of Salvatore Leone, decides to return to Liberty City. Upon arrival Toni is greeted by Salvatore and a member of the Leone family, Vincenzo ""Lucky Vinnie"" Cilli, who rose to prominence during Toni's absence. Vincenzo is instructed by Salvatore to set Toni up with an apartment and job in Liberty City. Not long after, Toni quits upon the realization that Vincenzo had set up a job designed to ensure Toni would be caught by the police. Toni then begins working with a former member of the rival Sindacco crime family now loyal to Leone, J.D. O'Toole, but this is short-lived as another member of the Leone crime family is ordered to kill O'Toole on the same day he was intended to become a made man within the family.",https://images.igdb.com/igdb/image/upload/t_1080p/gez15t7ioobtynitcqx1.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Liberty_City_Stories,"Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
69,Grand Theft Auto: Vice City Stories,checked,"PlayStation 2,PlayStation Portable",2006-10-31,Rockstar Leeds,"Racing,Adventure","Vic Vance is a corporal in the U.S Army. He is a man who came from a poor family, with his brother suffering from fever and another lazy brother, and he is trying to make money for his dysfunctional family. He just arrived in Vice City in 1984 and he is now stationed at Fort Baxter. He arrives at the office of his supervisor, Sergeant Jerry Martinez, a corrupt officer of the Army who is a drug smuggler. He instructs Vic to manage a drug deal. Vic arrives on the buyer's yacht, but they are ambushed by unknown assailants who blow up the boat, leaving only Vic alive.",https://images.igdb.com/igdb/image/upload/t_1080p/co1ng2.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City_Stories,"Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Liberty City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
70,Hitman: Blood Money,checked,"PC (Microsoft Windows),PlayStation 2,Xbox,Xbox 360",2006-05-26,IO Interactive,Shooter,"When assassins from his contract agency, the ICA, are systematically eliminated in a series of hits, Agent 47 suspects that a larger, more powerful agency has entered the fray. 
 
As he suddenly loses contact with the ICA, Agent 47 senses that he may be the next target, so our merciless contract killer travels to America to take care of business himself…",https://images.igdb.com/igdb/image/upload/t_1080p/co25r8.jpg,https://en.wikipedia.org/wiki/Hitman:_Blood_Money,"Deus Ex,Dishonored,Max Payne 3,Grand Theft Auto V,Spec Ops: The Line,Wolfenstein: The New Order,Murdered: Soul Suspect,Deus Ex: Mankind Divided,The Cat Lady,Watch Dogs 2"
71,Half-Life 2: Episode One,checked,"Linux,PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac",2006-06-01,Valve Corporation,Shooter,,https://images.igdb.com/igdb/image/upload/t_1080p/co1nqy.jpg,https://en.wikipedia.org/wiki/Half-Life_2:_Episode_One,"Deus Ex,Portal,Half-Life,Half-Life 2,Counter-Strike,Half-Life 2: Episode Two,Metro 2033,Singularity,Wolfenstein: The New Order,DOOM"
72,BioShock,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac,iOS",2007-08-21,2K Australia,"Shooter,Role-playing (RPG),Adventure","BioShock takes place in 1960 in the middle of the Atlantic Ocean, where Jack, sole survivor of a plane crash, discovers the entrance to the recluse underwater city of Rapture, at the end of a civil war which left most of this utopia in disrepair. Finding himself in an alien world, he has no choice but to fight for his survival against the Splicers, degenerated citizens addicted to the genetic material known as ADAM, and all the traps laid down by the city's visionary founder, Andrew Ryan. His only help lies in Atlas, a revolutionary man seeking to escape safely to the surface with his family.",https://images.igdb.com/igdb/image/upload/t_1080p/jrpib8t74zhaapqq2idi.jpg,https://en.wikipedia.org/wiki/BioShock,"BioShock 2,Dishonored,Bioshock Infinite,Singularity,Grand Theft Auto V,Tomb Raider,Wolfenstein: The New Order,Murdered: Soul Suspect,Deus Ex: Mankind Divided,The Cat Lady"
73,Uncharted: Drake's Fortune,checked,"PlayStation 3,PlayStation 4",2007-11-19,Naughty Dog,"Shooter,Platform,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/co1qis.jpg,https://en.wikipedia.org/wiki/Uncharted:_Drake%27s_Fortune,"Crysis 2,Uncharted 3: Drake's Deception,Uncharted 2: Among Thieves,Uncharted 4: A Thief's End,Miscreated,Marvel's Avengers,PLANET ALPHA,Immortal: Unchained,Remnant: From the Ashes,Hob: The Definitive Edition"
74,Portal,checked,"Linux,PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac,Android",2007-10-10,Valve Corporation,"Shooter,Platform,Puzzle","Portal's plot is revealed to the player via audio messages or ""announcements"" from GLaDOS and visual elements inside rooms found in later levels. According to The Final Hours of Portal 2, the year is established to be ""somewhere in 2010""—twelve years after Aperture Science has been abandoned. 
 
The game begins with Chell waking up from a stasis bed and hearing instructions and warnings from GLaDOS, an artificial intelligence, about upcoming tests. Chell enters into distinct chambers that introduce players to the game's mechanics, sequentially. GLaDOS's announcements serve as instructions to Chell and help the player progress through the game, but also develops the atmosphere and characterizes the AI as a person.[4] Chell is promised cake as her reward if she completes all test chambers.[19] 
 
Chell proceeds through the empty Enrichment Center, with GLaDOS as her only interaction. As the player nears completion, GLaDOS's motives and behavior turn more sinister; although she is designed to appear encouraging, GLaDOS's actions and speech suggest insincerity and callous disregard for the safety and well-being of the test subjects. The test chambers become increasingly dangerous as Chell proceeds, tests including a live-fire course designed for military androids, as well as some chambers flooded with a hazardous liquid. In another chamber, GLaDOS notes the importance of the Weighted Companion Cube, a waist-high crate with a single large pink heart on each face, for helping Chell to complete the test. However, GLaDOS declares it must be euthanized in an ""emergency intelligence incinerator"" before Chell can continue.[17] Some later chambers include automated turrets with childlike voices (also voiced by McLain) that fire at Chell, only to sympathize with her after being destroyed or disabled.[20][21] 
 
After Chell completes the final test chamber, GLaDOS maneuvers Chell into an incinerator in an attempt to kill her. Chell escapes with the portal gun and makes her way through the maintenance areas within the Enrichment Center.[22] GLaDOS panics and insists that she was pretending to kill Chell as part of testing. GLaDOS then asks Chell to assume the ""party escort submission position"", lying face-first on the ground, so that a ""party associate"" can take her to her reward, but Chell continues her escape. In this section, GLaDOS communes with Chell as it becomes clear the AI had killed everyone else in the center.[11][12] Chell makes her way through the maintenance areas and empty office spaces behind the chambers, sometimes following graffiti messages which point in the right direction. These backstage areas, which are in an extremely dilapidated state, stand in stark contrast to the pristine test chambers. The graffiti includes statements such as ""the cake is a lie"", and pastiches of Emily Dickinson's poem ""The Chariot"", Henry Wadsworth Longfellow's ""The Reaper and the Flowers"", and Emily Brontë's ""No Coward Soul Is Mine"", referring to and mourning the death of the Companion Cube.[4] 
 
GLaDOS attempts to dissuade Chell with threats of physical harm and misleading statements as Chell makes her way deeper into the maintenance areas. Chell reaches a large chamber where GLaDOS's hardware hangs overhead. GLaDOS continues to threaten Chell, but during the exchange, a sphere falls off of GLaDOS and Chell drops it in an incinerator. GLaDOS reveals that Chell has just destroyed the morality core or her conscience, one of the multiple ""personality cores"" that Aperture Science employees installed after the AI flooded the enrichment center with neurotoxin gas. With it removed, she can access its emitters again. A six-minute countdown starts as Chell dislodges and incinerates more of GLaDOS' personality cores, while GLaDOS discourages her both verbally, with taunts and juvenile insults, and physically by firing rockets at her. After Chell destroys the last personality core, a malfunction tears the room apart and transports everything to the surface. Chell is then seen lying outside the facility's gates amid the remains of GLaDOS. Following the announcement of Portal 2, the ending was expanded in a later update. In this retroactive continuity, Chell is dragged away from the scene by an unseen entity speaking in a robotic voice, thanking her for assuming the ""party escort submission position"".[15][23] 
 
The final scene, after a long and speedy zoom through the bowels of the facility, shows a Black Forest cake,[24] and the Weighted Companion Cube, surrounded by a mix of shelves containing dozens of apparently inactive personality cores. The cores begin to light up, before a robotic arm descends and extinguishes the candle on the cake, causing the room to blackout.[25] As the credits roll, GLaDOS delivers a concluding report: the song ""Still Alive"", which declares the experiment to be a huge success, as well as serving to indicate to the player that GLaDOS is still alive,[26] that her ""happy"" core was not disabled.",https://images.igdb.com/igdb/image/upload/t_1080p/hlsitdvwt8awh56a6nbv.jpg,https://en.wikipedia.org/wiki/Portal_(video_game),"Deus Ex: Human Revolution,Portal 2,Half-Life,Half-Life 2: Episode Two,Half-Life 2: Episode One,Singularity,Syndicate,The Talos Principle,SOMA,Portal: Still Alive"
75,Crysis,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360",2007-11-13,Crytek Frankfurt,"Shooter,Adventure","Earth, 2019. A team of US scientists makes a frightening discovery on an island in the South China Sea. All contact with the team is lost when the North Korean Government quickly seals off the area. The United States responds by dispatching an elite team of Delta Force Operators to recon the situation. As tension rises between the two nations, a massive alien ship reveals itself in the middle of the island. The ship generates an immense force sphere that freezes a vast portion of the island and drastically alters the global weather system. Now the US and North Korea must join forces to battle the alien menace. With hope rapidly fading, you must fight epic battles through tropical jungle, frozen landscapes, and finally into the heart of the alien ship itself for the ultimate Zero G showdown.",https://images.igdb.com/igdb/image/upload/t_1080p/mv1gvs7hlgfmhpbppfkx.jpg,https://en.wikipedia.org/wiki/Crysis,"Deus Ex,Crysis Warhead,F.E.A.R.,Dishonored,Singularity,Call of Duty 4: Modern Warfare,Grand Theft Auto V,Spec Ops: The Line,Wolfenstein: The New Order,Call of Duty: Ghosts"
76,Half-Life 2: Episode Two,checked,"Linux,PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac",2007-10-09,Valve Corporation,"Shooter,Puzzle",,https://images.igdb.com/igdb/image/upload/t_1080p/co1nqx.jpg,https://en.wikipedia.org/wiki/Half-Life_2:_Episode_Two,"Deus Ex,Portal,Half-Life,Half-Life 2,Counter-Strike,Half-Life 2: Episode One,Quake 4,Metro 2033,Singularity,Wolfenstein: The New Order"
77,Team Fortress 2,checked,"Linux,PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac",2007-10-09,Valve Corporation,Shooter,,https://images.igdb.com/igdb/image/upload/t_1080p/co1o8c.jpg,https://en.wikipedia.org/wiki/Team_Fortress_2,"Crysis 2,Halo 2,America's Army: Proving Grounds,Sniper: Ghost Warrior 3,Paladins,Escape From Tarkov,Miscreated,Borderlands 3,Black Squad,Metro Exodus"
78,Grand Theft Auto IV,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360",2008-04-29,Rockstar Toronto,"Shooter,Racing,Adventure","Grand Theft Auto IV follows the story of Niko Bellic, a veteran of an unnamed war in Eastern Europe, who is haunted by the betrayal of his 15 man army unit. Ten years later, after a smuggling run goes bad due to a betrayal from a partner, Niko leaves Eastern Europe[23] to escape the anger of his employer, Ray Bulgarin. After six months in the merchant navy (serving aboard the cargo ship the Platypus), and believing the stories of his cousin Roman, Niko comes to Liberty City to pursue the American Dream as well as searching for the traitor of his unit. After his arrival, however, Niko quickly learns that Roman's tales of riches and luxury were lies concealing struggles with gambling debts and loansharks, and that Roman lives in a dirty apartment rather than a mansion.",https://images.igdb.com/igdb/image/upload/t_1080p/co1rct.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto_IV,"Grand Theft Auto III,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto 2,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
79,LittleBigPlanet,checked,"PlayStation 3,PlayStation Portable",2008-10-27,Media Molecule,Platform,,https://images.igdb.com/igdb/image/upload/t_1080p/yyjpfswrrswp8plsypjl.jpg,https://en.wikipedia.org/wiki/LittleBigPlanet_(2008_video_game),"Vagante,Unravel Two,Toby: The Secret Mine,Forgotton Anne,Minecraft: Pocket Edition,Pikuniku,Sexy Hiking,LittleBigPlanet HUB,Etherborn,Unbound: Worlds Apart"
80,Assassin's Creed II,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac,iOS,PlayStation 4",2009-11-17,Ubisoft Montreal,"Platform,Adventure","The lineage continues as this new chapter introduces Ezio, inheritor of the talents and creed of the Assassins. His family murdered by rival families, Ezio resolves to learn the ancient art of the Assassin in order to seek revenge. He will not do so alone though, allying with historical figures such as philosopher and writer Niccolò Machiavelli. You will also be able to master the art of the assassin with all new weapons and instruments created by the renowned inventor and genius of the Renaissance, Leonardo Da Vinci himself.",https://images.igdb.com/igdb/image/upload/t_1080p/co1rcf.jpg,https://en.wikipedia.org/wiki/Assassin's_Creed_II,"Assassin's Creed: Brotherhood,Assassin's Creed,The Elder Scrolls V: Skyrim,God of War III,Dishonored,Assassin's Creed III,Assassin's Creed IV: Black Flag,Wolfenstein: The New Order,Middle-earth: Shadow of Mordor,Watch Dogs 2"
81,Batman: Arkham Asylum,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac,PlayStation 4,Xbox One,Ouya",2009-08-25,Rocksteady Studios,"Hack and slash/Beat 'em up,Adventure","After the Joker assaults Gotham City Hall, he is caught by Batman and taken to Arkham Asylum, which temporarily houses many members of the Joker's gang, who were transferred after a fire at Blackgate Prison. Believing the Joker allowed himself to be captured, Batman accompanies him into the asylum. The Joker's plan is revealed as Harley Quinn takes control of the security and the Joker escapes into the facility, aided by a corrupt guard who kidnaps Commissioner Gordon. The Joker threatens to detonate bombs hidden around Gotham City if anyone tries to enter Arkham, forcing Batman to work alone. Tracking Quinn to the medical facility to rescue Gordon, Batman is exposed to the Scarecrow's fear toxin and hallucinates, seeing Gordon's death and the corpses of his parents talking to him. After fighting off Scarecrow, Batman finds and subdues Quinn before rescuing Gordon. The Joker then directs Batman to the captured Bane, who has been experimented on by asylum doctor Penelope Young. The Joker frees Bane and Batman is forced to fight him, during which Quinn escapes. Afterward, he goes to a secret Batcave installation he had hidden on the island, where Batman restocks his gadgets. 
 
There, Batman learns that the Joker returned to the asylum to gain access to Young, who has been developing Titan—a more powerful version of the Venom drug that gives Bane his strength—intending to use it to help patients survive more strenuous therapies. Young learned that the Joker had been funding her research to create an army of superhuman henchmen; her refusal to hand over the formula precipitated Joker's return to the Asylum. While searching for Young, Batman is again attacked by Scarecrow and the fear toxin, and hallucinates the night of his parents' deaths. After he recovers, Batman destroys Young's Titan formula and rescues Young from Victor Zsasz. An explosion kills Young and the Joker obtains the completed batches of Titan. 
 
At the Penitentiary, Quinn releases Poison Ivy from her cell before being imprisoned by Batman. Quinn accidentally reveals that Joker has a Titan production facility in the Arkham botanical gardens. Batman travels there and learns that Titan is created by genetically modified plants. He enlists Ivy's help to create an antidote and learns that it can only be made from spores found exclusively in Killer Croc's lair in a sewer. En route to Croc, Batman is again attacked by Scarecrow and overcomes several doses of fear toxin. Meanwhile, Joker injects Ivy with Titan, enhancing her powers. Ivy begins ravaging Arkham Island with giant mutant plants. Pursued by Batman into Croc's lair, Scarecrow is attacked by Croc and dragged underwater. Batman recovers the necessary spores and subdues Croc before returning to the Batcave, but can only synthesize one dose of the antidote before Ivy's plants breach the cave and destroy his equipment. 
 
Batman returns to the botanical gardens and defeats Ivy, halting the rampaging plants. The Joker announces that the preparations for his party are finally complete and Batman travels to the asylum's visitor center where the Joker's applauding henchmen welcome him. The Joker reveals he has recaptured Gordon and tries to shoot him with a Titan-filled dart; Batman leaps to Gordon's defense and is shot instead. Batman attempts to resist the change, and an upset Joker takes an overdose of Titan, mutating into a massive monster. In a makeshift arena on the building's roof, the Joker challenges Batman to a fight as Titan-induced monsters in front of news helicopters. Batman refuses to transform, uses the antidote on himself, and defeats the Titan-affected Joker and his henchmen, knocking his nemesis unconscious with an explosive gel-enhanced punch. In the aftermath, those affected by Titan begin to revert to normal, including the Joker—who is restrained and taken into custody as police officers retake the asylum. Batman overhears a call about a crime led by Two-Face in progress and flies back to Gotham City in the Batwing. In a post-credits scene, a crate of Titan formula is shown floating in the ocean near the asylum when a hand surfaces and grabs it.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nmb.jpg,https://en.wikipedia.org/wiki/Batman%3A_Arkham_Asylum,"Assassin's Creed,Crysis 2,Batman: Arkham City,Assassin's Creed III,Batman: Arkham Origins,Middle-earth: Shadow of Mordor,The Amazing Spider-Man 2,Batman: Arkham Knight,Batman: Arkham Origins Blackgate,Marvel's Spider-Man"
82,Uncharted 2: Among Thieves,checked,"PlayStation 3,PlayStation 4",2009-06-30,Naughty Dog,"Shooter,Platform,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/ynje7ojmdnnzhrdpz4ot.jpg,https://en.wikipedia.org/wiki/Uncharted_2:_Among_Thieves,"Uncharted: Drake's Fortune,Crysis 2,Uncharted 3: Drake's Deception,Rise of the Tomb Raider,Uncharted 4: A Thief's End,Assassin's Creed: Syndicate,Tunic,Forgotton Anne,Code Vein,Citadel: Forged With Fire"
83,Grand Theft Auto: Chinatown Wars,checked,"Nintendo DS,Android,PlayStation Portable,iOS",2009-03-17,Rockstar Leeds,"Shooter,Adventure","Huang Lee, the spoiled son of a recently murdered Triad boss, arrives by plane in Liberty City with Yu Jian, a sword that Huang's father won in a poker game and has decided to use as an heirloom, to deliver it to the new patriarch of the family, Huang's uncle Wu ""Kenny"" Lee. Shortly after landing, Huang's escorts are killed by assassins and he is shot and kidnapped. The assailants steal the sword and, thinking Huang is dead, dump his body in the water. Huang manages to survive and informs Kenny that Yu Jian has been taken. Kenny explains that he had intended to offer the sword to Hsin Jaoming, the aging Triad boss in Liberty City, as a means of securing a position as his replacement. Kenny has been dishonored and reduced in power due to the loss of Yu Jian, leaving him and Huang working to keep their businesses afloat.",https://images.igdb.com/igdb/image/upload/t_1080p/co1i37.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Chinatown_Wars,"Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Liberty City Stories,Watch Dogs 2"
84,Heavy Rain,checked,"PC (Microsoft Windows),PlayStation 3,PlayStation Network,PlayStation 4",2010-02-18,Quantic Dream,Adventure,"The game focuses on four different characters; Ethan Mars, a father and main protagonist; Scott Shelby, a private eye; Norman Jayden, an FBI agent and finally Madison Paige, a photojournalist. They are very different characters and do not know each other at the game's point, but are all connected in the sense that they all have interest in the game's main antagonist, the Origami Killer.",https://images.igdb.com/igdb/image/upload/t_1080p/co1m8q.jpg,https://en.wikipedia.org/wiki/Heavy_Rain,"L.A. Noire,Dishonored,Max Payne 3,Grand Theft Auto V,Beyond: Two Souls,Wolfenstein: The New Order,Murdered: Soul Suspect,Life is Strange,The Cat Lady,Watch Dogs 2"
85,BioShock 2,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360,Mac",2010-02-09,Darkside Game Studios,"Shooter,Role-playing (RPG),Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/co1klg.jpg,https://en.wikipedia.org/wiki/BioShock_2,"BioShock,Deus Ex,Dishonored,Bioshock Infinite,Grand Theft Auto V,Wolfenstein: The New Order,Murdered: Soul Suspect,Deus Ex: Mankind Divided,SOMA,Prey"
86,Assassin's Creed: Brotherhood,checked,"PC (Microsoft Windows),PlayStation 3,Xbox 360,PlayStation 4",2010-11-16,Ubisoft Montreal,Adventure,,https://images.igdb.com/igdb/image/upload/t_1080p/co1mxz.jpg,https://en.wikipedia.org/wiki/Assassin's_Creed:_Brotherhood,"Assassin's Creed II,Assassin's Creed,Far Cry 3,Assassin's Creed: Revelations,Syndicate,Assassin's Creed III,Assassin's Creed IV: Black Flag,Middle-earth: Shadow of Mordor,Assassin's Creed: Unity,Watch Dogs 2"
